year,month,day,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Philadelphia,New York,Boston
2015,5,28,80.45833333333333,70.66666666666667,89.70833333333333,75.91666666666667,69.125,79.04166666666667,23.041666666666668,29.041666666666668,28.458333333333332,79.875,84.375,87.54166666666667,82.41666666666667,65.08333333333333,64.5,89.0,70.5,90.29166666666667,75.20833333333333,83.20833333333333,71.41666666666667,75.83333333333333,75.25,64.91666666666667,69.95833333333333,73.91666666666667,74.70833333333333,68.29166666666667
2015,5,29,77.58333333333333,69.08333333333333,88.625,72.75,67.5,75.08333333333333,19.166666666666668,25.375,30.166666666666668,89.5,85.16666666666667,91.04166666666667,77.66666666666667,92.375,70.58333333333333,80.91666666666667,68.79166666666667,78.08333333333333,68.45833333333333,76.91666666666667,64.41666666666667,77.83333333333333,77.45833333333333,71.45833333333333,67.625,53.291666666666664,73.75,80.54166666666667
2015,5,30,79.0,62.166666666666664,88.33333333333333,67.54166666666667,67.79166666666667,73.41666666666667,15.916666666666666,24.291666666666668,35.0,84.54166666666667,84.70833333333333,94.58333333333333,82.70833333333333,92.79166666666667,85.75,94.125,80.625,69.125,75.125,58.75,72.20833333333333,88.54166666666667,70.04166666666667,72.45833333333333,70.75,58.583333333333336,70.16666666666667,73.20833333333333
2015,5,31,71.70833333333333,60.708333333333336,88.0,70.04166666666667,70.625,77.5,15.291666666666666,26.75,48.958333333333336,69.70833333333333,90.79166666666667,93.08333333333333,92.58333333333333,82.0,62.125,93.45833333333333,100.0,86.20833333333333,95.70833333333333,71.16666666666667,99.875,80.41666666666667,69.04166666666667,76.875,71.625,65.375,68.95833333333333,74.20833333333333
2015,6,1,74.83333333333333,66.0,88.125,69.54166666666667,74.04166666666667,81.20833333333333,15.583333333333334,22.208333333333332,35.125,76.5,80.79166666666667,88.125,74.625,84.75,61.541666666666664,88.33333333333333,97.95833333333333,84.16666666666667,89.33333333333333,90.41666666666667,92.79166666666667,78.75,71.0,78.41666666666667,79.04166666666667,93.5,92.75,99.95833333333333
2015,6,2,81.66666666666667,92.625,88.0,86.125,72.70833333333333,76.83333333333333,17.125,19.791666666666668,29.166666666666668,45.833333333333336,76.54166666666667,77.91666666666667,72.66666666666667,86.5,55.625,91.54166666666667,90.54166666666667,84.29166666666667,79.875,74.625,83.29166666666667,78.04166666666667,85.29166666666667,78.20833333333333,90.04166666666667,97.54166666666667,87.79166666666667,99.75
2015,6,3,85.91666666666667,90.20833333333333,81.0,83.79166666666667,73.45833333333333,75.83333333333333,21.208333333333332,16.791666666666668,25.0,41.833333333333336,71.79166666666667,70.375,70.95833333333333,80.08333333333333,67.58333333333333,88.04166666666667,78.0,81.91666666666667,79.29166666666667,83.91666666666667,78.75,77.91666666666667,88.70833333333333,91.66666666666667,81.79166666666667,87.54166666666667,80.79166666666667,95.66666666666667
2015,6,4,89.66666666666667,79.54166666666667,83.75,76.33333333333333,79.29166666666667,83.0,25.083333333333332,16.541666666666668,19.208333333333332,73.95833333333333,74.33333333333333,70.04166666666667,69.375,89.625,92.83333333333333,86.79166666666667,72.625,79.91666666666667,79.375,87.95833333333333,70.125,82.375,82.83333333333333,90.0,74.83333333333333,67.20833333333333,79.45833333333333,88.58333333333333
2015,6,5,82.16666666666667,64.25,81.33333333333333,69.33333333333333,79.20833333333333,81.08333333333333,16.208333333333332,43.25,19.916666666666668,79.79166666666667,72.25,69.16666666666667,72.16666666666667,82.91666666666667,78.66666666666667,91.08333333333333,79.20833333333333,75.95833333333333,80.125,73.04166666666667,80.66666666666667,83.5,87.875,93.16666666666667,74.29166666666667,69.375,72.45833333333333,86.625
2015,6,6,77.08333333333333,47.041666666666664,85.375,60.583333333333336,78.29166666666667,76.08333333333333,11.666666666666666,56.5,28.5,73.70833333333333,75.08333333333333,67.95833333333333,71.5,81.41666666666667,72.79166666666667,84.5,83.66666666666667,78.5,69.625,62.541666666666664,76.70833333333333,78.66666666666667,77.125,93.04166666666667,84.375,77.29166666666667,68.16666666666667,79.83333333333333
